IDA	IDB	neighborhood	fusion	cooccurence	coexpression	textmining	score	Label
YBL050W	YML056C	0	0	0	0	0	0.002076	negative
YCL014W	YJL052W	0	0	0	0	0	-0.013583	negative
YDR434W	YOR123C	0	0	0	0	0	0.036536	negative
YBR126C	YNL251C	0	0	0	0	0	0.149476	negative
YMR260C	YNL244C	0	0	0	506	506	-0.001348	positive
YDR054C	YDR328C	0	0	0	74	976	-0.005199	positive
YBL050W	YGR244C	0	0	0	0	0	0.003555	negative
YBR009C	YHL001W	0	0	0	160	0	-0.042816	negative
YEL003W	YJL179W	0	0	0	345	734	0.843375	positive
YMR287C	YOR253W	0	0	0	0	0	0.060365	negative
YDL097C	YLR060W	0	0	0	0	0	0.024680	negative
YJL034W	YNL172W	0	0	0	0	0	0.000561	negative
YDL185W	YHR174W	0	0	0	189	238	0.001679	negative
YLR207W	YML069W	0	0	0	0	0	0.447095	negative
YFL018C	YHL034C	0	0	0	0	0	0.810895	negative
YBL003C	YOR035C	0	0	0	0	0	-0.008423	negative
YDL040C	YHR128W	0	0	0	0	0	0.147037	negative
YBR279W	YLR304C	0	0	0	0	0	0.410612	negative
YDR496C	YNR043W	0	0	0	0	0	0.204207	negative
YJL081C	YNL064C	0	0	0	0	0	0.115928	negative
YNL113W	YPR043W	0	0	0	205	0	-0.006228	negative
YBL003C	YDR502C	0	0	0	0	0	0.008513	negative
YHR098C	YPR181C	0	0	0	269	782	0.224302	positive
YBR234C	YJL081C	0	0	0	0	0	0.111233	negative
YER133W	YNL071W	0	0	0	0	183	0.121763	negative
YBR118W	YBR221C	0	0	0	0	0	0.016364	negative
YOR234C	YPR043W	0	0	0	999	171	0.463256	positive
YBR031W	YOR341W	654	0	0	498	263	-0.006430	negative
YEL051W	YNL172W	0	0	0	0	0	0.015676	negative
YER103W	YPR176C	0	0	0	0	0	-0.025282	negative
YIL033C	YJL066C	0	0	0	375	0	0.068659	negative
YDL195W	YDR028C	0	0	0	0	0	-0.005370	negative
YER025W	YGR078C	0	0	0	0	0	0.005141	negative
YOL145C	YOR261C	0	0	0	0	117	0.246523	negative
YCL037C	YOL004W	0	0	0	0	0	0.625979	negative
YDR041W	YMR158W	654	0	0	992	502	0.052547	positive
YBR084C-A	YDR165W	0	0	0	0	0	-0.012691	negative
YER030W	YKL135C	0	0	0	0	0	-0.003113	negative
YLR028C	YML094W	0	0	0	0	0	0.051637	negative
YDL075W	YJL033W	0	0	0	0	0	0.001297	negative
YHR019C	YPR036W	0	0	0	0	0	0.457988	negative
YHR170W	YNL071W	0	0	0	0	0	0.257142	negative
YDR308C	YIL142W	0	0	0	0	0	0.213120	negative
YLR002C	YOR164C	0	0	0	0	0	0.430504	negative
YIL070C	YMR099C	0	0	0	0	0	-0.002457	negative
YGR232W	YHL030W	0	0	0	0	629	0.071630	positive
YGL105W	YGL245W	0	0	0	484	994	0.775992	positive
YMR235C	YMR287C	0	0	0	0	0	-0.006039	negative
YDR037W	YHR075C	0	0	0	0	0	0.109390	negative
YER030W	YOR181W	0	0	0	0	0	-0.003657	negative
YJL029C	YPL093W	0	0	0	0	0	0.030935	negative
YEL037C	YPL096W	0	0	0	0	876	0.239555	positive
YMR189W	YMR297W	0	0	0	0	0	0.085873	negative
YDR434W	YHR170W	0	0	0	0	0	0.540042	negative
YKL007W	YPL195W	0	0	0	0	0	0.060750	negative
YBR084W	YMR309C	0	0	0	259	117	0.025488	negative
YDR283C	YOR272W	0	0	0	0	0	0.485401	negative
YGR193C	YHR099W	0	0	0	0	0	0.222772	negative
YGR134W	YPR072W	0	0	0	0	895	0.066033	positive
YER091C	YPR074C	0	0	0	138	487	0.705327	positive
YDR502C	YKL081W	0	0	0	264	0	0.027459	negative
YGL207W	YPL085W	0	0	0	0	0	0.017721	negative
YBR025C	YOR110W	0	0	0	0	0	-0.003172	negative
YML077W	YPL093W	0	0	0	0	0	0.187358	negative
YHR027C	YHR051W	0	0	0	0	0	0.090120	negative
YIL109C	YPL085W	0	0	0	0	932	0.169905	positive
YDR027C	YDR092W	0	0	0	0	0	0.082428	negative
YDR283C	YHR170W	0	0	0	0	0	0.701017	negative
YHR051W	YPL037C	0	0	0	0	0	0.175635	negative
YIL142W	YJL111W	0	0	0	715	152	-0.014515	positive
YBR031W	YLR106C	0	0	0	73	136	-0.001633	negative
YML127W	YPL009C	0	0	0	0	0	0.289558	negative
YBL076C	YJL208C	0	0	0	0	0	0.073820	negative
YPL129W	YPR055W	0	0	0	0	0	0.093988	negative
YEL051W	YPR036W	0	0	0	111	976	0.004525	positive
YDL084W	YMR108W	0	0	0	0	0	0.298440	negative
YKR066C	YNL113W	0	0	0	0	0	0.013535	negative
YDR180W	YOR173W	0	0	0	0	0	0.184797	negative
YGR186W	YOR151C	0	0	0	0	791	0.007053	positive
YDR430C	YFL039C	0	0	0	0	177	0.189204	negative
YML028W	YPL085W	0	0	0	0	0	-0.021799	negative
YDR439W	YHR051W	0	0	0	0	0	0.047645	negative
YDL201W	YIL109C	0	0	0	0	0	0.145049	negative
YAL011W	YJR065C	0	0	0	0	0	0.060095	negative
YER022W	YIL142W	0	0	0	0	0	0.170340	negative
YFL039C	YJL208C	0	0	0	0	0	0.308257	negative
YDL097C	YHL030W	0	0	0	0	0	0.427855	positive
YJL080C	YNL244C	0	0	0	0	0	0.037798	negative
YDL165W	YLR038C	0	0	0	0	0	0.006839	negative
YKL080W	YNL172W	0	0	0	0	0	0.151944	negative
YBR039W	YNR043W	0	0	0	0	0	0.041074	negative
YGR167W	YPL011C	0	0	0	0	0	0.020769	negative
YPR036W	YPR176C	0	0	0	0	0	0.092305	negative
YKL080W	YMR309C	0	0	0	0	0	0.008629	negative
YGR193C	YPR055W	0	0	0	0	0	0.083942	negative
YOR281C	YOR341W	0	0	0	0	0	0.043733	negative
YER030W	YGR008C	0	0	0	0	0	-0.007041	negative
YGR005C	YML028W	0	0	0	0	0	0.022360	negative
YFR030W	YOR362C	0	0	0	0	0	0.040217	negative
YER122C	YGL245W	0	0	0	0	0	0.016382	negative
YJR009C	YOL097C	0	0	0	0	0	-0.008267	positive
YEL026W	YLR355C	0	0	0	265	0	0.092915	negative
YLR321C	YML028W	0	0	0	0	0	0.242388	negative
YFL018C	YNL071W	654	251	0	617	979	0.684389	positive
YDR283C	YPL181W	0	0	0	0	0	0.426068	negative
YEL056W	YMR189W	0	0	0	0	0	0.082432	negative
YDR429C	YHR186C	0	0	0	0	0	0.244203	negative
YBR109C	YDR165W	0	0	0	0	0	-0.005244	negative
YAL003W	YBR118W	0	0	0	224	995	-0.034735	positive
YGR167W	YML028W	0	0	0	0	0	0.068392	negative
YDR127W	YGR214W	87	0	0	0	512	-0.015829	positive
YAL011W	YJR123W	0	0	0	0	0	0.117489	negative
YEL003W	YNL153C	0	0	0	167	967	0.973728	positive
YDR028C	YER133W	0	0	0	0	944	0.018943	positive
YER012W	YGL011C	0	0	0	916	525	0.475834	positive
YLR028C	YNL301C	0	0	0	0	0	-0.013691	negative
YHR121W	YIL070C	0	0	0	0	0	0.000310	negative
YFR030W	YNL064C	0	0	0	0	0	0.652384	negative
YGR063C	YOR164C	0	0	0	0	0	0.085471	negative
YER178W	YLR421C	0	0	0	0	0	0.007471	negative
YBR011C	YCL014W	0	0	0	0	0	0.095506	negative
YHR128W	YOR243C	0	0	0	435	0	0.370960	negative
YDL136W	YJL076W	0	0	0	0	0	-0.021046	negative
YDL082W	YMR287C	0	0	0	0	0	-0.031898	negative
YGR086C	YOR123C	0	0	0	0	0	0.156796	negative
YDL075W	YOR207C	0	0	0	0	0	-0.009319	negative
YDR037W	YJL124C	0	0	0	0	0	0.002847	positive
YFR033C	YLR333C	0	0	0	0	0	0.036619	negative
YDL140C	YOL097C	0	0	0	0	263	0.079212	negative
YJR007W	YMR146C	0	0	0	664	809	0.014296	positive
YMR242C	YOL096C	0	0	0	0	0	-0.010138	negative
YML127W	YMR091C	0	0	0	0	624	0.462180	positive
YER025W	YJR007W	0	0	0	378	945	0.025895	positive
YLR430W	YNL251C	0	0	0	0	520	0.488058	positive
YBL050W	YDL201W	0	0	0	0	0	0.116306	negative
YBR195C	YGR083C	0	0	0	0	0	0.297195	negative
YAL044C	YOR272W	0	0	0	0	0	-0.001763	negative
YBL099W	YJL088W	109	0	0	0	202	0.046379	negative
YBL041W	YDR502C	0	0	0	0	0	0.066197	negative
YBR279W	YLR060W	0	0	0	0	0	0.033746	negative
YMR072W	YMR230W	0	0	0	0	0	-0.005291	negative
YIL062C	YJL115W	0	0	0	0	0	0.007097	negative
YDL126C	YLR192C	0	0	0	0	0	0.647597	negative
YDR283C	YML077W	0	0	0	0	0	0.298036	negative
YCR084C	YPR181C	0	0	0	0	0	0.229534	negative
YIL026C	YOR293W	0	0	0	0	0	-0.019854	negative
YDR170C	YIL094C	0	0	0	0	0	0.015290	negative
YKL009W	YPR016C	315	0	0	564	706	-0.004386	positive
YIL033C	YPL154C	0	0	0	261	131	0.023045	negative
YIL026C	YNL138W	0	0	0	0	0	-0.012211	negative
YJL041W	YOR181W	0	0	0	0	0	0.363057	negative
YJL124C	YMR189W	0	0	0	0	0	0.224587	negative
YBR127C	YOL004W	0	0	0	0	0	0.018854	negative
YJL190C	YKL054C	0	0	0	0	0	0.041144	negative
YGL137W	YOR142W	0	0	0	0	0	0.030064	negative
YGR063C	YJR014W	0	0	0	0	0	0.048962	negative
YNL287W	YOR317W	0	0	0	0	0	0.492272	negative
YBR112C	YOL076W	0	0	0	0	0	0.553452	negative
YKL080W	YOR096W	0	0	0	302	0	0.010786	negative
YDR233C	YNR035C	0	0	0	0	0	-0.004821	negative
YGR083C	YLR208W	0	0	0	0	0	0.079621	negative
YLR060W	YPL154C	0	0	0	0	0	0.357225	negative
YOR232W	YPL129W	0	0	0	0	0	0.029886	negative
YLR333C	YPL195W	0	0	0	0	0	-0.002012	negative
YDL029W	YKL013C	0	0	0	0	901	0.345879	positive
YOL004W	YPL181W	0	0	0	0	629	0.351230	positive
YGR063C	YML010W	0	0	0	0	998	0.856445	positive
YMR314W	YOR362C	0	0	54	868	124	0.715202	positive
YKL009W	YOR261C	0	0	0	0	0	0.031397	negative
YDR221W	YDR429C	0	0	0	0	0	0.184916	negative
YDR127W	YLR321C	0	0	0	0	0	0.044299	negative
YNR050C	YOL004W	0	0	0	0	230	0.038752	negative
YER164W	YPL009C	0	0	0	0	0	0.290472	negative
YOR136W	YPL129W	0	0	0	0	0	0.074037	negative
YHR208W	YJL111W	0	0	0	0	215	-0.034745	negative
YGR244C	YJL124C	0	0	0	0	0	0.017863	negative
YDL185W	YFL018C	0	0	0	83	185	0.129880	negative
YBR031W	YOR232W	0	0	0	84	201	-0.014680	negative
YDL097C	YGL076C	0	0	0	0	0	0.002463	negative
YER090W	YLR180W	0	0	0	0	385	0.400931	positive
YBR279W	YLR325C	0	0	0	0	0	0.027811	negative
YER164W	YNL153C	0	0	0	0	0	0.047952	negative
YOL145C	YOR123C	0	0	0	72	977	0.014769	positive
YBR084W	YDR214W	0	0	0	0	0	0.252817	negative
YDR027C	YML069W	0	0	0	0	0	0.379153	negative
YGR167W	YPR074C	0	0	0	0	0	-0.016553	negative
YGL137W	YJL081C	0	0	0	0	0	0.368509	negative
YAL012W	YPL085W	0	0	0	0	0	0.026593	negative
YJL001W	YML092C	0	0	0	939	538	0.817130	positive
YDL140C	YOR224C	0	0	0	0	917	0.228969	positive
YHR077C	YKL080W	0	0	0	0	0	0.131200	negative
YGL125W	YPR041W	0	0	0	0	0	0.013454	negative
YJR121W	YPL271W	0	0	0	168	684	0.023074	positive
YDR170C	YGL238W	0	0	0	116	0	0.450799	positive
YLR200W	YNL153C	0	0	0	372	967	0.684270	positive
YBR234C	YJR065C	0	0	0	302	822	0.720953	positive
YGR244C	YOR142W	654	760	527	778	888	0.924224	positive
YBR009C	YER093C	0	0	0	0	0	-0.013418	negative
YAR003W	YLR038C	0	0	0	0	0	0.616592	negative
YFL008W	YGR027C	0	0	0	0	0	0.020812	negative
YER012W	YML077W	0	0	0	0	0	0.030775	negative
YDL056W	YJL111W	0	0	0	0	191	-0.014620	negative
YDL171C	YHR099W	0	0	0	0	0	0.091872	negative
YER122C	YFR051C	0	0	0	0	80	0.099809	positive
YDR028C	YMR287C	0	0	0	0	0	0.015946	negative
YBL099W	YJR121W	654	0	176	999	345	0.141756	positive
YMR099C	YOR232W	0	0	0	0	0	0.043790	negative
YHR027C	YPL195W	0	0	0	0	0	0.612801	negative
YBR112C	YLR038C	0	0	0	0	0	0.091158	negative
YBL003C	YNL081C	0	0	0	0	0	0.008388	negative
YKL007W	YPR016C	0	0	0	0	0	0.722857	negative
YKL135C	YOL144W	0	0	0	0	0	0.160803	negative
YHR121W	YKL080W	0	0	0	0	0	0.062619	negative
YDR172W	YOR272W	0	0	0	200	0	0.114105	negative
YFR044C	YGR238C	0	0	0	0	0	0.069892	negative
YAR007C	YPL154C	0	0	0	0	0	0.075176	negative
YDR388W	YER022W	0	0	0	0	0	0.220586	negative
YGR254W	YPR036W	0	0	0	0	0	-0.027589	negative
YGR155W	YKL007W	0	0	0	0	0	0.001285	negative
YJR009C	YPR036W	0	0	0	0	0	0.000467	negative
YJL001W	YML077W	0	0	0	0	0	0.002414	negative
YDL056W	YDL195W	0	0	0	0	0	0.056450	negative
YHR077C	YMR224C	0	0	0	0	0	0.300423	negative
YKL029C	YOL145C	0	0	0	0	0	-0.011805	negative
YBR039W	YCR072C	0	0	0	0	0	0.358694	negative
YFR010W	YKL028W	0	0	0	0	0	0.160235	negative
YGR008C	YJR076C	0	0	0	0	0	0.016079	negative
YDR129C	YER164W	0	0	0	0	80	0.038538	negative
YER090W	YOR136W	0	0	0	0	263	0.139066	negative
YKL007W	YNL037C	0	0	0	0	0	0.003609	negative
YGR232W	YLR421C	0	0	0	70	738	-0.002911	positive
YJL076W	YPR181C	0	0	0	0	0	-0.010742	negative
YFR033C	YHR200W	0	0	0	0	0	-0.008263	negative
YLR208W	YLR333C	0	0	0	0	0	-0.010756	negative
YDR471W	YPL129W	0	0	0	0	0	-0.006348	negative
YBL050W	YER012W	0	0	0	0	0	0.014605	negative
YGL061C	YOR142W	0	0	0	0	0	-0.019807	negative
YGL099W	YHR170W	0	0	0	993	976	0.311026	positive
YDR469W	YGR094W	0	0	0	0	0	0.042187	negative
YHR121W	YLR207W	0	0	0	0	0	0.265429	negative
YMR315W	YNL081C	0	0	0	0	0	0.052700	negative
YLR430W	YMR083W	0	0	0	0	156	0.001357	negative
YJL208C	YJR014W	0	0	0	0	0	0.466287	negative
YBR279W	YGR264C	0	0	0	0	0	0.295292	negative
YCL011C	YIL034C	0	0	0	0	0	-0.004291	negative
YGR027C	YIL125W	0	0	0	0	0	-0.003387	negative
YDL040C	YMR116C	0	2	0	0	0	0.075227	positive
YDR243C	YHR039C-A	0	0	0	0	0	0.135508	negative
YGR078C	YLR200W	0	0	0	251	968	0.686572	positive
YJL190C	YOL096C	0	0	0	0	0	-0.006063	negative
YBL003C	YGR034W	0	0	0	237	0	-0.007114	negative
YGL011C	YOR362C	0	0	0	837	132	0.730441	positive
YJR007W	YNL244C	0	0	0	110	858	0.026599	positive
YER178W	YFL018C	654	0	0	355	957	-0.008091	positive
YHR200W	YLR421C	0	0	0	175	952	-0.002225	positive
YIL115C	YOR361C	0	0	0	0	0	0.121095	negative
YLR028C	YPL048W	0	0	0	0	0	0.032412	negative
YAL034C	YFL008W	0	0	0	0	0	0.358100	negative
YMR197C	YOL086C	0	0	0	0	0	-0.001871	negative
YDL084W	YNL071W	0	0	0	0	0	0.223497	negative
YJL050W	YLR430W	0	0	0	0	726	0.528040	positive
YDL040C	YDR407C	0	0	0	0	0	0.186245	negative
YDL030W	YPL061W	0	0	0	0	0	0.083446	negative
YGR130C	YLR335W	0	0	0	0	0	0.081609	negative
YLR321C	YMR091C	0	0	0	126	0	0.080710	positive
YER069W	YKL054C	0	0	0	0	0	0.063395	negative
YDR148C	YIL109C	0	0	0	0	0	0.227179	negative
YER091C	YJR076C	0	0	0	0	0	-0.008499	negative
YMR158W	YNR050C	0	0	0	0	0	0.004376	negative
YLL036C	YPR176C	0	0	0	0	0	0.114185	negative
YGL200C	YLL004W	0	0	0	0	0	0.134493	negative
YFR050C	YHR208W	0	0	0	0	0	-0.015360	negative
YJL029C	YPL237W	0	0	0	0	0	0.002047	negative
YDR496C	YFR044C	0	0	0	0	0	0.161966	negative
YDL083C	YOR341W	78	0	0	162	401	-0.002375	negative
YBL041W	YOR362C	0	0	0	891	558	0.703012	positive
YBR127C	YPR182W	0	0	0	0	0	0.005455	negative
YJL041W	YPR043W	0	0	0	0	0	-0.006322	negative
YHR128W	YOR189W	0	0	0	0	0	0.219357	negative
YPL195W	YPR043W	0	0	0	0	0	-0.003665	negative
YNL071W	YOR224C	0	0	0	0	0	0.718866	negative
YGR130C	YLR333C	0	0	0	0	0	-0.007455	positive
YBR143C	YDR221W	0	0	0	0	0	0.190259	negative
YAL026C	YNL244C	0	0	0	0	0	0.113111	negative
YER093C	YMR072W	0	0	0	0	0	0.010575	negative
YBR084W	YPR055W	0	0	0	0	0	0.128424	negative
YBR234C	YDL171C	0	0	0	0	0	0.676004	negative
YMR242C	YNL025C	0	0	0	0	0	-0.013760	negative
YDL097C	YPL007C	0	0	0	0	0	0.342136	negative
YGR192C	YJL148W	0	0	0	0	0	0.020596	negative
YER093C	YPL220W	0	0	0	0	0	-0.002543	negative
YMR068W	YPL093W	0	0	0	0	0	0.462827	negative
YJL041W	YOR261C	0	0	0	0	0	0.429790	negative
YDR407C	YKL182W	0	0	0	0	0	0.065071	negative
YJL148W	YJL190C	0	0	0	339	0	-0.005225	negative
YDR214W	YIL115C	0	0	0	0	0	0.496990	negative
YPL085W	YPL220W	0	0	0	0	0	-0.000181	negative
YKL181W	YMR260C	0	0	0	210	0	0.001755	negative
YER155C	YPL181W	0	0	0	0	0	0.186184	negative
YGR238C	YGR254W	0	0	0	0	0	-0.022663	negative
YGR063C	YMR230W	0	0	0	0	0	-0.003308	negative
YCR009C	YGL195W	0	0	0	0	0	0.345379	negative
YDL056W	YER178W	0	0	0	0	0	0.022956	negative
YJR065C	YNR035C	0	0	0	232	901	0.676680	positive
YDL051W	YMR304W	0	0	0	0	0	0.127575	negative
YJR121W	YKL172W	0	0	0	0	0	0.091542	negative
YFL018C	YGR063C	0	0	0	0	0	0.000999	negative
YDR188W	YHR208W	0	0	0	0	0	-0.009147	negative
YBR263W	YEL056W	0	0	0	0	0	0.038396	negative
YFL008W	YIL026C	0	0	0	714	955	-0.017161	positive
YDL181W	YEL026W	0	0	0	0	0	0.030494	negative
YBL050W	YOL076W	0	0	0	0	0	0.144833	negative
YCL014W	YPL111W	0	0	0	0	0	0.077239	negative
YLR043C	YNL015W	0	0	0	0	527	-0.004486	positive
YGR238C	YLR039C	0	0	0	0	0	0.159664	negative
YCR030C	YHL034C	0	0	0	0	0	0.031132	negative
YGR187C	YHR128W	0	0	0	250	0	0.129267	negative
YGR083C	YPL167C	0	0	0	0	0	0.003280	negative
YBR263W	YPL009C	0	0	0	0	0	0.076664	positive
YGR214W	YKL039W	0	0	0	0	0	-0.008100	negative
YMR146C	YOL145C	0	0	0	0	0	0.468696	negative
YGR253C	YOL096C	0	0	0	0	0	0.011870	negative
YCL014W	YOL076W	0	0	0	0	0	0.763939	negative
YDR074W	YPL093W	0	0	0	0	0	0.027308	negative
YEL056W	YOR332W	0	0	0	0	0	0.102274	negative
YDR170C	YGR063C	0	0	0	0	0	0.071023	negative
YDR363W-A	YMR275C	0	0	0	0	0	-0.005631	negative
YLR002C	YOR332W	0	0	0	0	0	0.375915	negative
YBR279W	YOR181W	0	0	0	0	0	0.329600	negative
YDR180W	YJR123W	0	0	0	0	0	0.071449	negative
YEL051W	YHR107C	0	0	0	0	0	0.007299	negative
YKL181W	YLR002C	0	0	0	317	0	0.256303	negative
YPR180W	YPR181C	0	0	0	0	0	0.108925	negative
YBL058W	YPL237W	0	0	0	0	0	0.048225	negative
YGR078C	YJL179W	0	0	0	156	705	0.848108	positive
YGR086C	YLR115W	0	0	0	0	0	-0.004820	negative
YBR118W	YCR030C	0	0	0	0	0	0.009484	negative
YBR196C	YLR208W	0	0	0	0	0	-0.001468	negative
YDL097C	YJL050W	0	0	0	0	0	0.415621	negative
YBR112C	YKL211C	306	0	0	0	0	0.319296	negative
YOL076W	YOL145C	0	0	0	0	0	0.300124	negative
YHR107C	YNL081C	0	0	0	0	0	0.127068	negative
YDL132W	YDR283C	0	0	0	0	0	0.117937	negative
YDR356W	YMR189W	0	0	0	0	0	0.368598	negative
YBR215W	YDL143W	0	0	0	0	0	-0.006178	negative
YJL050W	YNL071W	0	0	0	0	0	0.295129	negative
YGL200C	YNL002C	0	0	0	0	0	0.046540	negative
YER012W	YOR362C	0	0	0	953	685	0.669621	positive
YDL075W	YOR234C	0	0	0	999	475	-0.006378	positive
YKR054C	YNL113W	0	0	0	0	0	0.197738	negative
YDL171C	YGR078C	0	0	0	0	0	0.003129	negative
YDR019C	YEL026W	0	0	0	0	0	0.412484	negative
YDR496C	YJL066C	0	0	0	0	0	0.204722	negative
YBR112C	YJR121W	0	0	0	0	0	0.070312	negative
YER122C	YHR208W	0	0	0	0	0	0.329316	negative
YDR382W	YDR390C	0	0	0	0	0	-0.017827	negative
YML056C	YOR261C	0	0	0	0	0	0.209107	negative
YLR325C	YPR036W	0	0	0	0	0	0.021921	negative
YDL181W	YDR356W	0	0	0	0	0	0.028431	negative
YBR039W	YJL008C	0	0	0	0	0	0.245896	negative
YKL054C	YOL086C	0	0	0	0	0	0.017976	negative
YER022W	YFR031C-A	0	0	0	0	0	-0.005191	negative
YDR382W	YEL051W	0	0	0	0	0	0.190721	negative
YFL022C	YPL154C	0	0	0	0	0	0.297657	negative
YCL011C	YOL076W	0	0	0	0	0	0.054234	negative
YJL140W	YOR151C	0	0	0	0	958	0.662611	positive
YAL003W	YFR033C	0	0	0	0	0	0.364810	negative
YFL008W	YGL125W	0	0	0	0	0	0.166854	negative
YAL026C	YOL145C	0	0	0	0	0	0.297299	negative
YDR141C	YFL008W	0	0	0	0	0	0.473845	negative
YHR039C-A	YPL154C	0	0	0	0	0	0.024600	negative
YER007C-A	YKL135C	0	0	0	0	0	0.119755	negative
YER094C	YGL011C	0	0	0	681	558	0.822591	positive
YJR076C	YNL230C	0	0	0	0	0	0.007497	negative
YEL051W	YHR019C	0	0	0	0	0	-0.017283	negative
YBR109C	YLL004W	0	0	0	0	0	-0.004292	negative
YGR214W	YGR240C	0	0	0	136	188	-0.012159	positive
YHR075C	YOR207C	0	0	0	0	0	-0.005541	negative
Q0120	YPR036W	0	0	0	0	0	0.068392	negative
YDR148C	YFL018C	654	79	249	783	879	0.003606	positive
YJR132W	YMR287C	0	0	0	0	0	0.056753	negative
YGR135W	YJL001W	0	0	0	913	536	0.629796	positive
YHR200W	YLR044C	0	0	0	0	0	0.059447	negative
YKL081W	YLR002C	0	0	0	0	0	0.056473	negative
YDL195W	YDR404C	0	0	0	0	0	0.004023	negative
YDR381W	YKL142W	0	0	0	0	0	-0.010526	negative
YHR039C-A	YKL080W	0	0	0	145	649	0.362988	positive
YNL002C	YOR272W	0	0	0	986	626	0.065225	positive
YHR051W	YPL106C	0	0	0	0	0	0.168465	negative
YFR030W	YJL076W	0	0	0	0	0	-0.010277	negative
YBR263W	YDL185W	0	0	0	0	171	0.408147	negative
YLR330W	YPR176C	0	0	0	0	0	0.150324	negative
YDL143W	YKL007W	0	0	0	0	0	0.023513	negative
YDR127W	YNL246W	0	0	0	0	0	-0.008614	negative
YBR234C	YIL062C	0	0	0	0	892	0.459691	positive
YHL030W	YOR261C	0	0	0	0	592	0.631347	positive
YGR162W	YLR208W	0	0	0	0	0	0.042291	negative
YER093C	YOR123C	0	0	0	0	0	0.019917	negative
YBR169C	YER030W	0	0	0	0	0	-0.014330	negative
YDR502C	YLR043C	0	0	0	0	0	0.063508	negative
YHR208W	YJL123C	0	0	0	0	0	-0.008100	negative
YGL187C	YHR069C	0	0	0	0	0	0.306206	negative
YEL026W	YKL067W	654	0	0	144	502	-0.004093	negative
YGR005C	YLR025W	0	0	0	0	0	0.254392	negative
YDR019C	YFL045C	0	0	0	0	0	0.074271	negative
YBR169C	YJL208C	0	0	0	0	0	0.000320	negative
YDR221W	YJL088W	0	0	0	0	0	0.321386	negative
YHL001W	YOR232W	0	0	0	0	0	-0.004076	negative
YER164W	YPL254W	0	0	0	0	0	0.135661	positive
YLR295C	YPL271W	0	0	0	537	625	0.042694	positive
YLR207W	YMR242C	0	0	0	0	0	-0.007931	negative
YHR186C	YNL147W	0	0	0	0	0	0.071148	negative
YGL200C	YLR208W	0	0	0	94	815	0.053693	positive
YDL195W	YLR208W	0	0	0	0	997	0.144151	positive
YDR341C	YJL081C	0	0	0	0	0	0.061687	negative
YDR027C	YML063W	0	0	0	0	0	0.413915	negative
YJL081C	YJR065C	0	0	0	0	825	0.049971	negative
YHL030W	YHR027C	0	0	0	310	0	0.652202	positive
YDR407C	YDR434W	0	0	0	221	0	0.507154	negative
YCR030C	YDR404C	0	0	0	0	0	0.065304	negative
YCR012W	YHR174W	654	0	0	999	977	0.359349	positive
YGR167W	YOL076W	0	0	0	0	0	0.018199	negative
YML094W	YNL113W	0	0	0	416	0	0.045421	negative
YGL200C	YKL181W	0	0	0	0	0	0.151760	negative
YBR127C	YML010W	0	0	0	0	0	0.013977	negative
YBR009C	YGL099W	0	0	0	0	0	-0.013208	negative
YCL037C	YGL187C	0	0	0	0	0	0.135041	negative
YKL080W	YPR036W	0	0	0	319	977	0.077836	positive
YOR189W	YPL129W	0	0	0	0	263	0.101421	positive
YNL172W	YOR142W	0	0	0	0	0	0.032714	negative
YKL172W	YPL271W	0	0	0	0	0	0.024659	negative
YAL003W	YBR195C	0	0	0	0	0	-0.009458	negative
YDR233C	YNR051C	0	0	0	0	0	0.496791	negative
YDR044W	YGL129C	0	0	0	0	189	0.228663	negative
YJL081C	YPL129W	0	0	0	0	382	0.112304	positive
YLR038C	YMR314W	0	0	0	0	0	-0.002557	negative
YMR158W	YOR281C	0	0	0	0	0	0.007760	negative
YJL076W	YPL009C	0	0	0	0	0	-0.009228	negative
YFR010W	YKL181W	0	0	0	0	0	0.125127	negative
YDR407C	YPL154C	0	0	0	0	0	0.071321	negative
YDR141C	YJL034W	0	0	0	0	0	0.001737	negative
YGL245W	YHR200W	0	0	0	68	138	0.499339	negative
YMR146C	YOL096C	0	0	0	0	0	0.017472	negative
YDL181W	YGR008C	0	0	0	290	629	-0.002180	positive
YDL056W	YOR232W	0	0	0	0	0	0.199935	negative
YDR032C	YGR005C	0	0	0	0	0	0.175234	negative
YCR030C	YLL022C	0	0	0	0	0	0.757508	negative
YJL124C	YKL007W	0	0	0	0	0	0.025208	negative
YIL109C	YLR115W	0	0	0	0	0	0.129892	negative
YDL140C	YER136W	0	0	0	0	0	0.218713	negative
YLR038C	YNL015W	0	0	0	222	0	0.284591	negative
YBR263W	YGR253C	0	0	0	0	0	0.007282	negative
YHR051W	YLL022C	0	0	0	0	0	0.112710	negative
YFL045C	YJR076C	0	0	0	0	0	0.177172	negative
YKR048C	YOR136W	0	0	0	0	0	0.110327	negative
YDR214W	YPR191W	0	0	0	0	0	0.132803	negative
YDR221W	YKL009W	0	0	0	0	0	0.031050	negative
YCR092C	YGR167W	0	0	0	0	0	0.018809	negative
YEL055C	YGR162W	0	0	0	650	131	0.143939	negative
YAL034C	YOR317W	0	0	0	0	0	0.537850	negative
YDR404C	YOR224C	0	0	0	200	962	0.075013	positive
YGR135W	YGR253C	0	0	67	999	135	0.688724	positive
YER025W	YPR041W	0	0	0	496	896	-0.002456	positive
