@RELATION COFrac
@Attribute neighborhood NUMERIC
@Attribute fusion NUMERIC
@Attribute cooccurence NUMERIC
@Attribute coexpression NUMERIC
@Attribute textmining NUMERIC
@Attribute score NUMERIC
@ATTRIBUTE class {positive, negative}
@DATA
0,0,0,224,995,-0.034735,positive
0,0,0,0,0,0.068392,negative
87,0,0,0,512,-0.015829,positive
0,0,0,0,0,0.117489,negative
0,0,0,167,967,0.973728,positive
0,0,0,0,944,0.018943,positive
0,0,0,916,525,0.475834,positive
0,0,0,0,0,-0.013691,negative
0,0,0,0,0,0.000310,negative
0,0,0,0,0,0.652384,negative
0,0,0,0,0,0.085471,negative
0,0,0,0,0,0.007471,negative
0,0,0,0,0,0.095506,negative
0,0,0,435,0,0.370960,negative
0,0,0,0,0,-0.021046,negative
0,0,0,0,0,-0.031898,negative
0,0,0,0,0,0.156796,negative
0,0,0,0,0,-0.009319,negative
0,0,0,0,0,0.002847,positive
0,0,0,0,0,0.036619,negative
0,0,0,0,263,0.079212,negative
0,0,0,664,809,0.014296,positive
0,0,0,0,0,-0.010138,negative
0,0,0,0,624,0.462180,positive
0,0,0,378,945,0.025895,positive
0,0,0,0,520,0.488058,positive
0,0,0,0,0,0.116306,negative
0,0,0,0,0,0.297195,negative
0,0,0,0,0,-0.001763,negative
109,0,0,0,202,0.046379,negative
0,0,0,0,0,0.066197,negative
0,0,0,0,0,0.033746,negative
0,0,0,0,0,-0.005291,negative
0,0,0,0,0,0.007097,negative
0,0,0,0,0,0.647597,negative
0,0,0,0,0,0.298036,negative
0,0,0,0,0,0.229534,negative
0,0,0,0,0,-0.019854,negative
0,0,0,0,0,0.015290,negative
315,0,0,564,706,-0.004386,positive
0,0,0,261,131,0.023045,negative
0,0,0,0,0,-0.012211,negative
0,0,0,0,0,0.363057,negative
0,0,0,0,0,0.224587,negative
0,0,0,0,0,0.018854,negative
0,0,0,0,0,0.041144,negative
0,0,0,0,0,0.030064,negative
0,0,0,0,0,0.048962,negative
0,0,0,0,0,0.492272,negative
0,0,0,0,0,0.553452,negative
0,0,0,302,0,0.010786,negative
0,0,0,0,0,-0.004821,negative
0,0,0,0,0,0.079621,negative
0,0,0,0,0,0.357225,negative
0,0,0,0,0,0.029886,negative
0,0,0,0,0,-0.002012,negative
0,0,0,0,901,0.345879,positive
0,0,0,0,629,0.351230,positive
0,0,0,0,998,0.856445,positive
0,0,54,868,124,0.715202,positive
0,0,0,0,0,0.031397,negative
0,0,0,0,0,0.184916,negative
0,0,0,0,0,0.044299,negative
0,0,0,0,230,0.038752,negative
0,0,0,0,0,0.290472,negative
0,0,0,0,0,0.074037,negative
0,0,0,0,215,-0.034745,negative
0,0,0,0,0,0.017863,negative
0,0,0,83,185,0.129880,negative
0,0,0,84,201,-0.014680,negative
0,0,0,0,0,0.002463,negative
0,0,0,0,385,0.400931,positive
0,0,0,0,0,0.027811,negative
0,0,0,0,0,0.047952,negative
0,0,0,72,977,0.014769,positive
0,0,0,0,0,0.252817,negative
0,0,0,0,0,0.379153,negative
0,0,0,0,0,-0.016553,negative
0,0,0,0,0,0.368509,negative
0,0,0,0,0,0.026593,negative
0,0,0,939,538,0.817130,positive
0,0,0,0,917,0.228969,positive
0,0,0,0,0,0.131200,negative
0,0,0,0,0,0.013454,negative
0,0,0,168,684,0.023074,positive
0,0,0,116,0,0.450799,positive
0,0,0,372,967,0.684270,positive
0,0,0,302,822,0.720953,positive
654,760,527,778,888,0.924224,positive
0,0,0,0,0,-0.013418,negative
0,0,0,0,0,0.616592,negative
0,0,0,0,0,0.020812,negative
0,0,0,0,0,0.030775,negative
0,0,0,0,191,-0.014620,negative
0,0,0,0,0,0.091872,negative
0,0,0,0,80,0.099809,positive
0,0,0,0,0,0.015946,negative
654,0,176,999,345,0.141756,positive
0,0,0,0,0,0.043790,negative
0,0,0,0,0,0.612801,negative
0,0,0,0,0,0.091158,negative
0,0,0,0,0,0.008388,negative
0,0,0,0,0,0.722857,negative
0,0,0,0,0,0.160803,negative
0,0,0,0,0,0.062619,negative
0,0,0,200,0,0.114105,negative
0,0,0,0,0,0.069892,negative
0,0,0,0,0,0.075176,negative
0,0,0,0,0,0.220586,negative
0,0,0,0,0,-0.027589,negative
0,0,0,0,0,0.001285,negative
0,0,0,0,0,0.000467,negative
0,0,0,0,0,0.002414,negative
0,0,0,0,0,0.056450,negative
0,0,0,0,0,0.300423,negative
0,0,0,0,0,-0.011805,negative
0,0,0,0,0,0.358694,negative
0,0,0,0,0,0.160235,negative
0,0,0,0,0,0.016079,negative
0,0,0,0,80,0.038538,negative
0,0,0,0,263,0.139066,negative
0,0,0,0,0,0.003609,negative
0,0,0,70,738,-0.002911,positive
0,0,0,0,0,-0.010742,negative
0,0,0,0,0,-0.008263,negative
0,0,0,0,0,-0.010756,negative
0,0,0,0,0,-0.006348,negative
0,0,0,0,0,0.014605,negative
0,0,0,0,0,-0.019807,negative
0,0,0,993,976,0.311026,positive
0,0,0,0,0,0.042187,negative
0,0,0,0,0,0.265429,negative
0,0,0,0,0,0.052700,negative
0,0,0,0,156,0.001357,negative
0,0,0,0,0,0.466287,negative
0,0,0,0,0,0.295292,negative
0,0,0,0,0,-0.004291,negative
0,0,0,0,0,-0.003387,negative
0,2,0,0,0,0.075227,positive
0,0,0,0,0,0.135508,negative
0,0,0,251,968,0.686572,positive
0,0,0,0,0,-0.006063,negative
0,0,0,237,0,-0.007114,negative
0,0,0,837,132,0.730441,positive
0,0,0,110,858,0.026599,positive
654,0,0,355,957,-0.008091,positive
0,0,0,175,952,-0.002225,positive
0,0,0,0,0,0.121095,negative
0,0,0,0,0,0.032412,negative
0,0,0,0,0,0.358100,negative
0,0,0,0,0,-0.001871,negative
0,0,0,0,0,0.223497,negative
0,0,0,0,726,0.528040,positive
0,0,0,0,0,0.186245,negative
0,0,0,0,0,0.083446,negative
0,0,0,0,0,0.081609,negative
0,0,0,126,0,0.080710,positive
0,0,0,0,0,0.063395,negative
0,0,0,0,0,0.227179,negative
0,0,0,0,0,-0.008499,negative
0,0,0,0,0,0.004376,negative
0,0,0,0,0,0.114185,negative
0,0,0,0,0,0.134493,negative
0,0,0,0,0,-0.015360,negative
0,0,0,0,0,0.002047,negative
0,0,0,0,0,0.161966,negative
78,0,0,162,401,-0.002375,negative
0,0,0,891,558,0.703012,positive
0,0,0,0,0,0.005455,negative
0,0,0,0,0,-0.006322,negative
0,0,0,0,0,0.219357,negative
0,0,0,0,0,-0.003665,negative
0,0,0,0,0,0.718866,negative
0,0,0,0,0,-0.007455,positive
0,0,0,0,0,0.190259,negative
0,0,0,0,0,0.113111,negative
0,0,0,0,0,0.010575,negative
0,0,0,0,0,0.128424,negative
0,0,0,0,0,0.676004,negative
0,0,0,0,0,-0.013760,negative
0,0,0,0,0,0.342136,negative
0,0,0,0,0,0.020596,negative
0,0,0,0,0,-0.002543,negative
0,0,0,0,0,0.462827,negative
0,0,0,0,0,0.429790,negative
0,0,0,0,0,0.065071,negative
0,0,0,339,0,-0.005225,negative
0,0,0,0,0,0.496990,negative
0,0,0,0,0,-0.000181,negative
0,0,0,210,0,0.001755,negative
0,0,0,0,0,0.186184,negative
0,0,0,0,0,-0.022663,negative
0,0,0,0,0,-0.003308,negative
0,0,0,0,0,0.345379,negative
0,0,0,0,0,0.022956,negative
0,0,0,232,901,0.676680,positive
0,0,0,0,0,0.127575,negative
0,0,0,0,0,0.091542,negative
0,0,0,0,0,0.000999,negative
0,0,0,0,0,-0.009147,negative
0,0,0,0,0,0.038396,negative
0,0,0,714,955,-0.017161,positive
0,0,0,0,0,0.030494,negative
0,0,0,0,0,0.144833,negative
0,0,0,0,0,0.077239,negative
0,0,0,0,527,-0.004486,positive
0,0,0,0,0,0.159664,negative
0,0,0,0,0,0.031132,negative
0,0,0,250,0,0.129267,negative
0,0,0,0,0,0.003280,negative
0,0,0,0,0,0.076664,positive
0,0,0,0,0,-0.008100,negative
0,0,0,0,0,0.468696,negative
0,0,0,0,0,0.011870,negative
0,0,0,0,0,0.763939,negative
0,0,0,0,0,0.027308,negative
0,0,0,0,0,0.102274,negative
0,0,0,0,0,0.071023,negative
0,0,0,0,0,-0.005631,negative
0,0,0,0,0,0.375915,negative
0,0,0,0,0,0.329600,negative
0,0,0,0,0,0.071449,negative
0,0,0,0,0,0.007299,negative
0,0,0,317,0,0.256303,negative
0,0,0,0,0,0.108925,negative
0,0,0,0,0,0.048225,negative
0,0,0,156,705,0.848108,positive
0,0,0,0,0,-0.004820,negative
0,0,0,0,0,0.009484,negative
0,0,0,0,0,-0.001468,negative
0,0,0,0,0,0.415621,negative
306,0,0,0,0,0.319296,negative
0,0,0,0,0,0.300124,negative
0,0,0,0,0,0.127068,negative
0,0,0,0,0,0.117937,negative
0,0,0,0,0,0.368598,negative
0,0,0,0,0,-0.006178,negative
0,0,0,0,0,0.295129,negative
0,0,0,0,0,0.046540,negative
0,0,0,953,685,0.669621,positive
0,0,0,999,475,-0.006378,positive
0,0,0,0,0,0.197738,negative
0,0,0,0,0,0.003129,negative
0,0,0,0,0,0.412484,negative
0,0,0,0,0,0.204722,negative
0,0,0,0,0,0.070312,negative
0,0,0,0,0,0.329316,negative
0,0,0,0,0,-0.017827,negative
0,0,0,0,0,0.209107,negative
0,0,0,0,0,0.021921,negative
0,0,0,0,0,0.028431,negative
0,0,0,0,0,0.245896,negative
0,0,0,0,0,0.017976,negative
0,0,0,0,0,-0.005191,negative
0,0,0,0,0,0.190721,negative
0,0,0,0,0,0.297657,negative
0,0,0,0,0,0.054234,negative
0,0,0,0,958,0.662611,positive
0,0,0,0,0,0.364810,negative
0,0,0,0,0,0.166854,negative
0,0,0,0,0,0.297299,negative
0,0,0,0,0,0.473845,negative
0,0,0,0,0,0.024600,negative
0,0,0,0,0,0.119755,negative
0,0,0,681,558,0.822591,positive
0,0,0,0,0,0.007497,negative
0,0,0,0,0,-0.017283,negative
0,0,0,0,0,-0.004292,negative
0,0,0,136,188,-0.012159,positive
0,0,0,0,0,-0.005541,negative
0,0,0,0,0,0.068392,negative
654,79,249,783,879,0.003606,positive
0,0,0,0,0,0.056753,negative
0,0,0,913,536,0.629796,positive
0,0,0,0,0,0.059447,negative
0,0,0,0,0,0.056473,negative
0,0,0,0,0,0.004023,negative
0,0,0,0,0,-0.010526,negative
0,0,0,145,649,0.362988,positive
0,0,0,986,626,0.065225,positive
0,0,0,0,0,0.168465,negative
0,0,0,0,0,-0.010277,negative
0,0,0,0,171,0.408147,negative
0,0,0,0,0,0.150324,negative
0,0,0,0,0,0.023513,negative
0,0,0,0,0,-0.008614,negative
0,0,0,0,892,0.459691,positive
0,0,0,0,592,0.631347,positive
0,0,0,0,0,0.042291,negative
0,0,0,0,0,0.019917,negative
0,0,0,0,0,-0.014330,negative
0,0,0,0,0,0.063508,negative
0,0,0,0,0,-0.008100,negative
0,0,0,0,0,0.306206,negative
654,0,0,144,502,-0.004093,negative
0,0,0,0,0,0.254392,negative
0,0,0,0,0,0.074271,negative
0,0,0,0,0,0.000320,negative
0,0,0,0,0,0.321386,negative
0,0,0,0,0,-0.004076,negative
0,0,0,0,0,0.135661,positive
0,0,0,537,625,0.042694,positive
0,0,0,0,0,-0.007931,negative
0,0,0,0,0,0.071148,negative
0,0,0,94,815,0.053693,positive
0,0,0,0,997,0.144151,positive
0,0,0,0,0,0.061687,negative
0,0,0,0,0,0.413915,negative
0,0,0,0,825,0.049971,negative
0,0,0,310,0,0.652202,positive
0,0,0,221,0,0.507154,negative
0,0,0,0,0,0.065304,negative
654,0,0,999,977,0.359349,positive
0,0,0,0,0,0.018199,negative
0,0,0,416,0,0.045421,negative
0,0,0,0,0,0.151760,negative
0,0,0,0,0,0.013977,negative
0,0,0,0,0,-0.013208,negative
0,0,0,0,0,0.135041,negative
0,0,0,319,977,0.077836,positive
0,0,0,0,263,0.101421,positive
0,0,0,0,0,0.032714,negative
0,0,0,0,0,0.024659,negative
0,0,0,0,0,-0.009458,negative
0,0,0,0,0,0.496791,negative
0,0,0,0,189,0.228663,negative
0,0,0,0,382,0.112304,positive
0,0,0,0,0,-0.002557,negative
0,0,0,0,0,0.007760,negative
0,0,0,0,0,-0.009228,negative
0,0,0,0,0,0.125127,negative
0,0,0,0,0,0.071321,negative
0,0,0,0,0,0.001737,negative
0,0,0,68,138,0.499339,negative
0,0,0,0,0,0.017472,negative
0,0,0,290,629,-0.002180,positive
0,0,0,0,0,0.199935,negative
0,0,0,0,0,0.175234,negative
0,0,0,0,0,0.757508,negative
0,0,0,0,0,0.025208,negative
0,0,0,0,0,0.129892,negative
0,0,0,0,0,0.218713,negative
0,0,0,222,0,0.284591,negative
0,0,0,0,0,0.007282,negative
0,0,0,0,0,0.112710,negative
0,0,0,0,0,0.177172,negative
0,0,0,0,0,0.110327,negative
0,0,0,0,0,0.132803,negative
0,0,0,0,0,0.031050,negative
0,0,0,0,0,0.018809,negative
0,0,0,650,131,0.143939,negative
0,0,0,0,0,0.537850,negative
0,0,0,200,962,0.075013,positive
0,0,67,999,135,0.688724,positive
0,0,0,496,896,-0.002456,positive
0,0,0,0,0,-0.008083,negative
0,0,0,0,0,0.010852,negative
0,0,0,0,0,-0.011311,negative
0,0,0,0,0,0.041447,negative
0,0,0,0,0,0.032392,negative
0,0,0,0,0,0.006887,negative
0,0,0,0,0,0.011280,negative
0,0,0,68,810,0.012536,positive
0,0,0,0,0,-0.007520,negative
0,0,0,0,0,-0.013432,negative
0,0,0,0,0,0.048837,negative
0,0,0,0,0,0.256228,negative
0,0,0,990,826,0.646788,positive
0,0,0,0,0,0.875011,negative
0,0,0,0,210,0.128661,positive
0,0,0,0,0,-0.005439,negative
0,0,0,0,0,0.014904,negative
0,0,0,0,0,-0.004302,negative
0,0,0,0,0,0.114595,negative
0,0,0,639,961,0.901912,positive
0,0,0,506,903,0.010884,positive
0,0,0,0,0,0.049779,negative
0,0,0,0,0,0.753720,negative
0,0,0,0,0,-0.003843,negative
0,0,0,220,697,0.839081,positive
0,0,0,0,215,-0.009233,negative
0,0,0,0,0,0.241507,negative
0,0,0,0,0,-0.004778,negative
0,0,0,0,0,-0.012285,negative
0,0,0,0,0,-0.006984,negative
0,0,0,0,0,-0.002434,negative
0,0,0,0,950,0.335851,positive
0,0,0,0,0,0.517561,negative
0,0,0,0,0,0.016381,negative
0,0,0,0,0,0.223146,negative
0,0,0,0,0,0.059284,negative
0,0,0,803,967,0.917541,positive
0,0,0,128,977,0.035081,positive
0,0,0,0,0,0.262235,negative
0,0,0,0,0,-0.011434,negative
0,0,0,0,0,0.007701,negative
0,0,0,0,0,-0.001577,negative
0,0,0,0,0,0.004495,positive
0,0,0,315,70,0.240761,positive
0,0,0,169,995,0.401419,positive
0,0,0,0,0,0.016666,negative
0,0,0,0,0,0.385465,negative
0,0,0,0,0,0.330432,negative
0,0,0,0,0,0.196572,negative
0,0,0,0,0,0.481048,negative
0,0,0,0,0,0.017476,negative
0,0,0,0,0,0.029357,negative
0,0,0,0,977,0.213517,positive
0,0,0,0,0,0.007865,negative
0,0,0,103,309,-0.005723,positive
0,0,0,0,0,0.354424,positive
0,0,0,0,0,-0.004595,negative
0,0,0,877,861,0.888660,positive
0,0,0,0,0,-0.010610,positive
0,0,0,0,0,0.076450,negative
0,0,0,0,0,-0.005568,negative
0,0,0,0,0,-0.003178,negative
0,0,0,0,0,0.009000,negative
0,0,0,0,0,0.083223,negative
0,0,0,0,0,0.042759,negative
0,0,0,0,0,0.411854,negative
0,0,0,0,0,0.109012,negative
0,0,0,0,0,0.025831,negative
0,0,0,0,0,-0.013920,negative
0,0,0,0,0,0.021580,negative
0,0,0,0,0,0.581221,negative
0,0,0,0,585,0.010719,positive
0,0,0,0,0,0.314386,negative
0,0,0,0,0,0.751088,negative
0,0,0,0,0,0.096167,negative
0,0,0,999,953,0.084012,positive
0,0,0,0,0,-0.003712,negative
0,0,0,0,0,0.081371,negative
0,0,0,0,0,0.036669,negative
0,0,0,0,0,0.030959,negative
0,0,0,0,0,-0.008488,negative
0,0,0,0,0,0.236706,negative
0,0,0,0,0,0.116880,negative
0,0,0,804,781,0.130349,positive
0,0,0,0,0,0.143850,negative
0,0,0,0,0,-0.004646,negative
0,0,0,0,0,-0.007731,positive
0,0,0,0,0,0.111818,negative
0,0,0,63,736,0.127857,positive
0,0,0,0,0,0.074384,negative
0,0,0,0,291,0.574734,positive
0,152,0,0,0,0.080951,positive
0,0,0,0,0,-0.008139,negative
171,0,0,0,0,0.120909,negative
0,0,0,0,0,0.019413,negative
0,0,0,0,0,0.031207,negative
0,0,0,0,0,-0.014632,negative
0,0,0,143,80,-0.014983,negative
0,0,0,145,117,0.099120,negative
0,0,66,841,96,0.885988,positive
0,0,0,0,0,0.046572,negative
0,0,0,0,0,0.020357,negative
0,0,0,0,0,0.010469,negative
0,0,0,0,150,0.118355,negative
0,0,0,0,0,0.000928,negative
0,0,0,0,0,0.165625,negative
0,0,0,0,278,0.266506,positive
0,0,0,0,0,0.080666,negative
0,0,0,0,0,0.021675,negative
0,0,0,918,588,0.636014,positive
0,0,0,0,0,0.002576,negative
0,0,0,0,0,0.037475,negative
0,0,0,980,558,0.846333,positive
0,0,0,0,0,0.171445,negative
0,0,0,999,619,0.112475,positive
0,0,0,0,0,0.316480,negative
0,0,0,659,449,0.020340,positive
0,0,0,0,0,0.273252,negative
0,0,0,74,126,0.619386,negative
0,0,0,0,0,0.175390,negative
0,0,0,0,0,0.101893,negative
0,0,0,0,0,0.053515,negative
0,0,0,0,0,0.044199,negative
0,0,0,0,0,-0.009923,negative
0,0,0,0,0,0.170353,negative
0,0,0,0,0,0.114315,negative
0,0,0,0,0,-0.027775,negative
0,0,0,0,0,-0.017435,negative
0,0,0,0,0,0.236625,negative
0,0,0,0,0,0.164553,positive
0,0,0,0,0,0.462435,negative
0,0,0,0,0,0.001698,negative
0,0,0,105,162,-0.000184,negative
0,0,0,0,0,0.363603,negative
0,0,0,0,0,-0.004972,negative
0,0,0,0,262,-0.007458,negative
0,0,0,0,0,0.440360,negative
0,0,0,0,0,0.223256,negative
0,0,0,0,502,0.190937,negative
0,0,0,0,0,-0.002577,negative
0,0,0,0,0,-0.007456,negative
0,0,0,0,0,0.423948,negative
0,0,0,0,0,0.243145,negative
0,0,0,249,59,0.191620,negative
0,0,0,112,179,0.019196,negative
0,0,0,0,0,0.005510,negative
0,0,0,0,531,0.067025,negative
0,0,0,0,0,0.179690,negative
0,0,0,0,0,0.046428,negative
0,0,0,0,0,0.100312,negative
0,0,0,82,0,-0.006917,negative
0,0,0,0,0,0.006737,negative
0,0,0,0,0,0.120316,negative
0,0,0,0,0,0.001498,negative
0,0,0,0,0,-0.005880,negative
0,0,0,0,0,-0.006256,negative
0,0,0,0,430,0.031858,negative
0,0,0,0,0,-0.023783,negative
0,0,0,0,0,0.280222,negative
0,0,0,0,0,-0.010126,negative
0,0,0,0,0,0.094463,negative
0,0,0,0,0,0.014993,negative
0,0,0,0,0,-0.007726,negative
0,0,0,0,0,-0.005585,negative
0,0,0,0,0,0.172087,negative
0,0,0,999,599,0.859468,positive
0,0,0,209,0,0.341098,negative
0,0,0,0,0,-0.008046,negative
0,0,0,0,0,0.662979,negative
0,0,0,0,0,-0.001458,negative
0,0,0,75,117,0.138666,negative
0,0,0,0,0,-0.005681,negative
0,0,0,0,0,-0.013894,negative
0,0,0,244,235,0.155992,positive
0,0,0,0,0,0.113130,negative
0,0,0,0,0,0.066083,negative
0,0,0,0,0,-0.014974,negative
0,0,0,0,0,0.049345,negative
0,0,0,213,0,0.060200,negative
0,0,0,0,0,0.215638,negative
0,0,0,0,0,0.064550,negative
0,0,0,0,0,0.028169,negative
0,0,0,187,0,0.198605,negative
0,0,0,0,0,0.006860,positive
0,0,0,0,222,-0.020496,negative
0,0,0,151,0,0.138182,negative
0,0,0,149,107,0.025122,negative
0,0,0,0,0,0.029383,negative
0,0,0,0,0,0.050129,positive
0,0,0,0,0,0.202071,negative
0,0,0,0,0,0.132145,negative
0,0,0,0,0,0.076390,negative
0,0,0,0,0,0.055667,negative
0,0,0,0,0,-0.016419,negative
0,0,0,0,0,-0.009870,negative
0,0,0,0,0,-0.004882,negative
0,0,0,0,0,0.081656,negative
0,0,0,0,0,0.059922,negative
0,0,0,0,0,-0.005099,negative
0,0,0,75,527,0.175302,positive
0,0,0,0,0,-0.014122,negative
0,0,0,275,533,0.053894,positive
0,0,0,0,0,0.005097,negative
0,0,0,89,183,0.194713,negative
0,0,0,0,0,0.085437,negative
0,0,0,895,967,0.846167,positive
0,0,0,0,0,0.020698,negative
0,0,0,0,0,-0.006435,negative
0,0,0,0,0,0.078025,negative
0,0,0,0,0,-0.008283,negative
0,0,0,0,0,-0.014293,negative
0,0,0,837,528,0.001821,positive
0,0,0,0,0,0.011485,negative
0,0,0,0,0,0.068035,negative
0,0,0,0,0,0.583645,negative
0,0,0,0,0,-0.028673,negative
0,0,0,0,0,0.004357,negative
0,0,0,0,0,0.302179,positive
0,0,0,0,0,0.828793,negative
0,0,0,0,0,0.006829,negative
0,0,0,0,0,0.339087,negative
0,0,0,0,0,-0.012114,negative
0,0,0,0,0,-0.007396,negative
0,0,0,0,0,0.357170,negative
0,0,0,0,0,0.175333,negative
0,0,0,0,161,0.006289,negative
0,0,0,162,0,0.615355,negative
0,0,0,744,0,0.755599,negative
0,0,0,0,0,0.077632,negative
0,0,0,0,0,0.000168,negative
0,0,0,0,0,0.001565,negative
0,0,0,0,0,0.228529,negative
0,0,0,0,0,-0.020136,negative
0,0,0,0,0,0.062015,negative
0,0,0,0,0,0.020832,negative
0,0,0,0,0,0.076997,negative
0,0,0,0,0,0.024674,negative
0,0,0,0,0,0.037155,negative
0,0,0,0,0,-0.004331,negative
0,0,0,0,0,0.039051,negative
0,0,0,0,0,0.056406,negative
0,0,0,0,0,-0.001115,negative
0,0,0,986,737,0.583927,positive
0,0,0,0,0,0.015368,negative
0,0,0,0,0,0.034169,negative
0,0,0,0,732,0.061807,positive
0,0,0,0,0,0.042676,negative
0,0,0,0,0,0.000875,negative
0,0,0,0,0,0.088058,negative
0,0,0,0,0,0.156077,negative
0,0,0,0,0,-0.005566,negative
0,0,0,0,0,-0.005319,negative
0,0,0,0,183,0.137734,positive
0,0,0,94,202,0.047525,negative
0,0,0,381,851,0.029274,positive
0,0,0,0,959,0.029130,positive
0,0,0,152,140,0.857434,positive
0,0,0,0,0,0.016654,negative
0,0,0,0,0,0.022341,negative
0,0,0,0,0,0.569155,negative
0,0,0,0,0,0.043823,negative
0,0,0,0,0,0.180946,negative
0,0,0,0,0,0.345147,negative
0,0,0,0,0,0.050922,negative
0,0,0,0,0,0.009434,negative
0,0,0,0,0,0.374980,negative
0,0,0,0,0,0.069291,negative
0,0,0,0,0,-0.000523,negative
0,0,0,0,0,0.053941,negative
0,0,0,0,0,-0.011325,negative
0,0,0,157,23,0.128019,positive
0,0,0,457,935,0.145061,positive
0,0,0,0,0,0.005466,negative
0,0,0,0,0,-0.014413,negative
0,0,0,0,0,-0.006596,negative
0,0,0,0,126,0.176577,positive
0,0,0,0,0,0.017255,negative
0,0,0,0,0,0.008395,negative
0,0,0,122,117,0.126627,negative
0,0,0,0,0,0.013819,negative
0,0,0,0,0,0.431211,negative
0,0,0,0,262,-0.016037,negative
0,0,0,937,793,0.063822,positive
0,0,0,0,0,-0.005943,negative
0,0,0,0,0,0.235280,negative
0,0,0,0,0,0.007196,negative
0,0,0,94,0,0.162344,positive
0,0,0,0,0,0.678883,negative
654,0,0,835,957,-0.000829,positive
0,0,32,987,122,0.510413,positive
0,0,0,0,0,0.002664,negative
0,0,0,0,0,-0.003739,negative
0,0,0,0,0,0.450495,negative
0,0,0,0,0,-0.001629,negative
0,0,0,0,0,0.033407,negative
0,0,0,0,0,-0.020417,negative
0,0,0,0,0,0.041828,negative
0,0,0,0,0,0.126519,negative
0,0,0,0,0,0.088021,negative
0,0,0,0,0,0.193587,negative
0,0,0,0,0,0.469987,positive
0,0,0,0,0,0.144813,negative
0,0,0,0,0,0.021759,negative
0,0,0,0,0,0.028106,negative
0,0,0,0,0,0.486964,negative
0,0,0,0,0,0.042281,negative
0,0,0,0,54,0.025529,negative
0,0,0,0,0,0.002413,negative
0,0,0,0,0,0.000236,negative
0,0,0,0,0,0.169602,negative
0,0,0,0,0,0.005102,negative
0,0,0,0,0,0.806755,positive
0,0,0,994,949,0.031626,positive
0,0,0,856,557,0.892244,positive
0,0,0,0,0,0.059987,negative
0,0,0,0,0,0.077022,negative
0,0,0,0,0,-0.012060,negative
0,0,0,0,0,0.299548,negative
0,0,0,0,0,0.037143,negative
0,0,0,0,0,0.489544,negative
0,0,0,0,0,-0.016650,negative
0,0,0,0,0,0.007998,negative
0,0,0,0,423,0.003106,positive
0,0,0,0,0,0.230027,negative
0,0,0,240,0,0.066617,negative
0,0,0,0,0,0.240489,negative
0,0,0,0,0,0.550625,negative
0,0,0,0,0,0.440407,negative
0,0,0,0,0,0.215893,negative
0,0,0,0,0,0.014952,negative
0,0,0,0,243,-0.021569,positive
0,0,0,0,0,0.115111,negative
0,0,0,0,0,0.415217,negative
0,0,0,994,232,0.268066,positive
0,0,0,0,0,-0.022892,negative
0,0,0,0,0,-0.007962,negative
0,0,0,0,0,0.041601,negative
0,0,0,0,0,0.001076,negative
0,0,0,0,0,0.205108,negative
0,0,0,0,0,-0.014533,negative
0,0,0,919,268,0.269599,positive
0,0,0,0,0,0.211237,negative
0,0,0,0,0,-0.009633,negative
0,0,0,0,0,0.175576,negative
0,0,0,0,0,0.007468,negative
0,0,0,0,0,0.031414,negative
0,0,0,0,0,-0.001167,negative
0,0,0,331,182,0.004784,positive
0,0,0,0,0,0.076629,negative
0,0,0,0,0,0.017110,negative
0,0,0,0,0,0.007113,negative
0,0,0,151,992,0.125626,positive
0,0,0,0,0,-0.011233,negative
0,0,0,0,0,0.082787,negative
0,0,0,0,0,0.061107,negative
0,0,0,0,0,0.482960,negative
0,0,0,0,0,-0.007659,negative
0,0,0,0,0,0.003781,negative
0,0,0,0,0,0.136906,negative
0,0,0,0,0,0.140586,negative
0,0,0,0,0,0.021470,negative
0,0,0,0,0,0.018138,positive
0,0,0,0,0,0.047342,negative
0,0,0,0,0,0.158353,positive
0,0,0,215,498,0.018072,positive
0,0,0,0,0,0.033565,negative
0,0,0,0,478,0.200918,negative
0,0,0,0,626,0.366341,positive
0,0,0,0,0,0.797301,negative
0,0,0,259,0,0.355585,negative
0,0,0,0,0,0.080517,negative
0,0,0,0,0,0.042486,negative
0,0,0,0,0,0.055277,negative
0,0,0,0,0,0.091384,negative
0,0,0,0,0,0.156052,positive
0,0,0,0,0,0.027881,negative
0,0,0,0,0,0.058744,positive
0,0,0,0,0,-0.005395,negative
0,0,0,0,0,0.026242,negative
0,0,0,0,0,0.005062,negative
0,0,0,0,0,0.132761,negative
0,0,0,80,139,0.072283,negative
65,0,0,0,524,0.065339,positive
0,0,0,0,0,0.065448,negative
0,0,0,915,558,0.688330,positive
0,0,0,0,0,0.512240,negative
0,0,0,151,499,-0.005431,positive
0,0,0,0,0,-0.012004,negative
0,0,0,0,0,-0.004375,negative
0,0,0,0,0,0.020272,negative
0,0,0,0,0,0.071434,negative
0,0,0,0,0,0.015816,negative
0,0,0,0,0,0.011572,negative
0,0,0,0,800,0.148063,positive
0,0,0,0,0,0.026901,negative
0,0,0,0,0,0.020854,negative
0,0,0,0,962,0.070480,positive
0,0,0,0,0,0.069101,negative
0,0,0,0,0,0.567875,negative
0,0,0,0,0,-0.007602,negative
0,0,0,0,0,0.078948,negative
0,0,0,443,263,-0.004987,negative
0,0,0,0,0,0.639902,negative
0,0,0,0,0,0.196840,negative
655,94,442,999,967,0.730541,positive
0,0,0,0,0,0.089919,negative
