complexID	ORF
complex_425	YGL220W
complex_425	GRX3
complex_426	SAM1
complex_426	SAM2
complex_427	RTG1
complex_427	RTG3
complex_428	PDR17
complex_428	PSD2
complex_429	MAK5
complex_429	MET22
complex_430	SNF7
complex_430	VPS24
complex_431	RPS9A
complex_431	RPS9B
complex_432	END3
complex_432	PAN1
complex_433	ATP2
complex_433	ATP1
complex_434	SGI1
complex_434	CAR1
complex_435	NET1
complex_435	YPL110C
complex_436	YGR043C
complex_436	TAL1
complex_437	PUF4
complex_437	BNA1
complex_438	SAC1
complex_438	YPL099C
complex_439	NMA2
complex_439	NMA1
complex_440	SPC105
complex_440	KRE28
complex_441	AAT2
complex_441	FUN30
complex_442	MDN1
complex_442	TBS1
complex_443	ATP14
complex_443	AUT7
complex_444	BUD32
complex_444	GRX4
complex_445	TIP1
complex_445	UBP3
complex_446	ATS1
complex_446	KTI11
complex_447	IWS1
complex_447	SPT6
complex_448	DIA4
complex_448	PUS4
complex_449	CAP2
complex_449	YLR171W
complex_450	HSE1
complex_450	VPS27
complex_451	MUD2
complex_451	MSL5
complex_452	IML2
complex_452	YMR029C
complex_453	AAP1'
complex_453	YDL238C
complex_454	ADE12
complex_454	TUF1
complex_455	LPD1
complex_455	YMR31
complex_456	LSC1
complex_456	LSC2
complex_457	ZPR1
complex_457	TIR4
complex_458	PHO80
complex_458	PHO81
complex_459	YGR237C
complex_459	IMP2'
complex_460	VAC17
complex_460	LCD1
complex_461	COX4
complex_461	COX5A
complex_462	TSA1
complex_462	TSA2
complex_463	BUL2
complex_463	UPC2
complex_464	MMS22
complex_464	YMR187C
complex_465	RTS3
complex_465	SAP185
complex_466	ECM38
complex_466	CPR1
complex_467	JIP5
complex_467	PUF6
complex_468	VTH1
complex_468	YBR281C
complex_469	YLR064W
complex_469	PKR1
complex_470	PGM2
complex_470	PTC5
complex_471	SEC7
complex_471	PPX1
complex_472	YAR010C
complex_472	YPT10
complex_473	PDA1
complex_473	LAT1
complex_474	TRR2
complex_474	TRR1
complex_475	YBR062C
complex_475	ADH3
complex_476	YOR315W
complex_476	MCH1
complex_477	SER3
complex_477	SER33
complex_478	BUD6
complex_478	YOR304C-A
complex_479	YPR117W
complex_479	MPD2
complex_480	DBP5
complex_480	GFD1
complex_481	YKR023W
complex_481	CUE3
complex_482	HSP26
complex_482	YNL313C
complex_483	PIB1
complex_483	EMP70
complex_484	RPL12A
complex_484	RPS10A
complex_485	YPL207W
complex_485	CSR1
complex_486	SNU13
complex_486	YIL056W
complex_487	PFK2
complex_487	PFK1
complex_488	TFS1
complex_488	PET111
complex_489	SHM2
complex_489	FRDS1
complex_490	BOP3
complex_490	MCM1
complex_491	YER078C
complex_491	ADK1
complex_492	SED5
complex_492	SLY1
complex_493	MAP1
complex_493	YBR030W
complex_494	THR4
complex_494	ERG13
complex_495	GSG1
complex_495	YPR078C
complex_496	AKR1
complex_496	SAC3
complex_497	YFL006W
complex_497	BLM3
complex_498	YNG1
complex_498	MHT1
complex_499	PAN3
complex_499	PAN2
complex_500	THS1
complex_500	GYP7
complex_501	YER067W
complex_501	YGR228W
complex_502	APN1
complex_502	YPD1
complex_503	YIP5
complex_503	BCK1
complex_504	YNR047W
complex_504	YBR235W
complex_505	SPP2
complex_505	CUS2
complex_506	FOX2
complex_506	CYK3
complex_507	ELC1
complex_507	RAD7
complex_508	MON2
complex_508	DOP1
complex_509	LIP2
complex_509	GCV3
complex_510	YIR003W
complex_510	YER071C
complex_511	VAC8
complex_511	YNL168C
complex_512	ILV5
complex_512	ILV1
complex_513	SRV2
complex_513	CYR1
complex_514	YJR110W
complex_514	YPL208W
complex_515	BIR1
complex_515	SLI15
complex_516	RPL23A
complex_516	BCP1
complex_517	YPL066W
complex_517	TUS1
complex_518	HFA1
complex_518	ACC1
complex_519	IRE1
complex_519	LYS21
complex_520	NFU1
complex_520	ISA1
complex_521	TRM5
complex_521	NMR1
complex_522	SNT2
complex_522	XBP1
complex_523	YGL082W
complex_523	TDP1
complex_524	HMT1
complex_524	YEL016C
complex_525	BDF2
complex_525	BDF1
complex_526	RPS0B
complex_526	GLN1
complex_527	NRG2
complex_527	YKR015C
complex_528	YGL164C
complex_528	GSP2
complex_529	YMR124W
complex_529	ECM1
complex_530	PER100
complex_530	KEX2
complex_531	CBS1
complex_531	PIR1
complex_532	DBP10
complex_532	ESC4
complex_533	BTN2
complex_533	YMR144W
complex_534	YMR289W
complex_534	YLR057W
complex_535	MRPL22
complex_535	YGL232W
complex_536	YNL035C
complex_536	YDR287W
complex_537	MLH1
complex_537	MLH2
complex_538	PWP1
complex_538	EBP2
complex_539	BUR6
complex_539	NCB2
complex_540	SSK1
complex_540	SSK2
complex_541	YAL061W
complex_541	BDH1
complex_542	YOL057W
complex_542	BPH1
complex_543	DYN2
complex_543	PAC11
complex_544	EDE1
complex_544	SYP1
complex_545	PUS2
complex_545	COF1
complex_546	RAD51
complex_546	RAD52
