IDB	IDA
ZK370.3	B0303.7
ZK377.1	F30F8.3
ZK381.1	C03D6.6
ZK381.5	F09E10.8
ZK381.5	K10B3.10
ZK381.5	Y92H12A.1
ZK418.4	F44G3.9
ZK418.4	Y119C1A.1
ZK418.4	Y45F10D.13
ZK470.5	B0303.7
ZK470.5	B0547.1
ZK470.5	C02C6.1
ZK470.5	C06G1.5
ZK470.5	C07G1.4
ZK470.5	C08B11.5
ZK470.5	C09B8.7
ZK470.5	C09G1.4
ZK470.5	C34C12.4
ZK470.5	F10E9.3
ZK470.5	F13H6.1
ZK470.5	F22E12.1
ZK470.5	F25F2.2
ZK470.5	F29F11.1
ZK470.5	F29G6.3
ZK470.5	F31D5.3
ZK470.5	F35G12.3
ZK470.5	F41B4.1
ZK470.5	F42C5.10
ZK470.5	F46H5.6
ZK470.5	F54E7.3
ZK470.5	JC8.10
ZK470.5	MTCE.25
ZK470.5	R06A4.4
ZK470.5	R10E12.1
ZK470.5	T22A3.3
ZK470.5	Y43F8C.14
ZK470.5	Y47G6A.5
ZK470.5	Y48C3A.14
ZK470.5	Y66H1B.2
ZK470.5	ZC504.4
ZK484.1	F54E7.3
ZK484.2	C33B4.3
ZK484.3	K01A6.2
ZK512.5	ZK470.5
ZK520.4	F35D6.1
ZK520.4	T24C4.6
ZK520.4	ZK287.5
ZK546.1	T01B11.3
ZK546.1	Y113G7A.3
ZK593.3	F30A10.8
ZK616.10	R11A8.8
ZK632.1	T11B7.4
ZK632.13	C09H6.2
ZK652.1	F44D12.4
ZK662.4	C27H5.2
ZK662.4	D1007.12
ZK662.4	F10C1.7
ZK662.4	F33G12.5
ZK662.4	F38B2.1
ZK662.4	R06F6.8
ZK662.4	T05E7.5
ZK662.4	T11B7.4
ZK662.4	W10G6.3
ZK662.4	Y54E2A.3
ZK662.4	ZK1055.1
ZK669.4	F09E10.8
ZK673.4	K01A6.2
ZK673.4	Y38C1AB.8
ZK673.7	F42E11.4
ZK673.7	T20B3.2
ZK673.7	W03F8.1
ZK675.2	Y66H1B.2
ZK697.2	F49E2.2
ZK721.2	F54C1.7
ZK721.2	ZK673.7
ZK792.6	K12G11.4
ZK792.6	R03D7.6
ZK792.8	F43B10.2
ZK809.5	T11B7.1
ZK822.4	F17E5.1
ZK829.6	T19B10.5
ZK836.1	F54E7.3
ZK84.3	C01B10.8
ZK849.1	F08C6.1
ZK849.1	T08H4.1
ZK849.1	T22A3.3
ZK849.1	T22D2.1
ZK849.1	Y77E11A.2
ZK849.2	B0024.14
ZK849.2	B0393.1
ZK849.2	B0507.1
ZK849.2	C05D12.5
ZK849.2	C07D10.2
ZK849.2	C25F6.2
ZK849.2	C34B7.3
ZK849.2	C39D10.7
ZK849.2	C45E5.6
ZK849.2	D1005.1
ZK849.2	D2030.6
ZK849.2	F08C6.1
ZK849.2	F10G8.8
ZK849.2	F18A1.3
ZK849.2	F25H2.10
ZK849.2	F28F5.3
ZK849.2	F30F8.3
ZK849.2	F31C3.2
ZK849.2	F38H4.9
ZK849.2	F43G9.11
ZK849.2	F44G3.9
ZK849.2	F52C6.2
ZK849.2	F53B3.3
ZK849.2	F54B11.7
ZK849.2	F56H11.1
ZK849.2	F57G12.2
ZK849.2	F59C6.5
ZK849.2	H06I04.1
ZK849.2	K10D3.4
ZK849.2	M05D6.7
ZK849.2	R11E3.6
ZK849.2	T03E6.7
ZK849.2	T05C12.6
ZK849.2	T07G12.10
ZK849.2	T08G11.4
ZK849.2	T08H4.1
ZK849.2	T22A3.3
ZK849.2	T22D1.1
ZK849.2	T26E3.3
ZK849.2	T27E9.1
ZK849.2	W07B3.2
ZK849.2	Y113G7B.15
ZK849.2	Y37A1A.4
ZK849.2	Y37E11AR.2
ZK849.2	Y40C5A.1
ZK849.2	Y51H1A.4
ZK849.2	ZC239.15
ZK858.2	M28.7
ZK858.2	Y44E3A.4
ZK858.4	C06G4.1
ZK858.4	C09D1.1
ZK858.4	C34E10.3
ZK858.4	C34F11.9
ZK858.4	C46A5.9
ZK858.4	C49F5.2
ZK858.4	D1025.1
ZK858.4	F10G7.4
ZK858.4	F25C8.3
ZK858.4	F29B9.6
ZK858.4	F40H3.4
ZK858.4	F45H11.2
ZK858.4	H24K24.4
ZK858.4	H27C11.1
ZK858.4	K08E3.4
ZK858.4	M142.5
ZK858.4	T04C10.4
ZK858.4	T04D1.4
ZK858.4	T10B11.3
ZK858.4	T27F7.2
ZK858.4	W02F12.3
ZK858.4	Y24D9B.1
ZK858.4	Y57G11A.2
ZK858.4	Y6B3B.4
ZK858.4	Y76A2A.1
ZK858.4	ZC8.6
ZK858.4	ZK1248.3
ZK858.4	ZK287.4
ZK858.4	ZK287.5
ZK867.1	F56D12.4
ZK899.8	F49E2.2
ZK909.4	F17A9.3
ZK909.4	F54E7.3
ZK909.4	W03F11.6
ZK909.4	W07G1.3
ZK945.2	B0024.12
ZK945.2	T28C6.7
ZK945.2	W02G9.2
ZK945.6	F55C9.10
ZK945.7	F59A6.1
